Misfit
   0.204251572    
   0.221090615    
   0.203709722    
   0.224428535    
   0.196875334    
   0.197454870    
   0.195951819    
   0.198684156    
   0.221862510    
   0.232801303    
   0.209663421    
   0.237054348    
   0.193142146    
   0.225122571    
   0.214315966    
   0.221631348    
   0.221493930    
   0.219963953    
